frame_idx,t_us,pred_x,pred_y,kf_x,kf_y,det_x,det_y,score,accepted,sigma_obs,dt_ms
75,1468939803228392,94.7447717284453,137.88529207764228,93.99461088150903,137.5364382620873,86.39,134.0,18.471,1,0.5,2.0
76,1468939803230392,93.95983505479714,137.5369159760719,93.19607708900053,137.66405133412874,84.81,139.06,7.228,1,0.5,2.0
77,1468939803232392,93.15588084024895,137.66543133303566,92.66523717099707,137.21775293354005,86.87,131.93,7.814,1,0.5,2.0
78,1468939803234392,92.62157228392442,137.21596803998156,92.19892036979091,136.82307005440006,86.86,131.86,6.178,1,0.5,2.0
79,1468939803236392,92.15227844399833,136.81851770025062,92.15227844399833,136.81851770025062,nan,nan,nan,0,nan,2.0
80,1468939803238392,92.10563651820574,136.81396534610118,91.79446269980977,136.27140341204492,87.67,129.08,5.924,1,0.5,2.0
81,1468939803240392,91.74564419408634,136.26305597827405,91.74564419408634,136.26305597827405,nan,nan,nan,0,nan,2.0
82,1468939803242392,91.6968256883629,136.2547085445032,91.6968256883629,136.2547085445032,nan,nan,nan,0,nan,2.0
83,1468939803244392,91.64800718263947,136.24636111073232,91.64800718263947,136.24636111073232,nan,nan,nan,0,nan,2.0
84,1468939803246392,91.59918867691604,136.23801367696146,91.59918867691604,136.23801367696146,nan,nan,nan,0,nan,2.0
85,1468939803248392,91.55037017119261,136.2296662431906,91.55037017119261,136.2296662431906,nan,nan,nan,0,nan,2.0
86,1468939803250392,91.50155166546918,136.22131880941973,91.50155166546918,136.22131880941973,nan,nan,nan,0,nan,2.0
87,1468939803252392,91.45273315974575,136.21297137564886,91.45273315974575,136.21297137564886,nan,nan,nan,0,nan,2.0
88,1468939803254392,91.40391465402232,136.204623941878,91.40391465402232,136.204623941878,nan,nan,nan,0,nan,2.0
89,1468939803256392,91.35509614829888,136.19627650810713,91.35509614829888,136.19627650810713,nan,nan,nan,0,nan,2.0
90,1468939803258392,91.30627764257545,136.18792907433627,91.30627764257545,136.18792907433627,nan,nan,nan,0,nan,2.0
91,1468939803260392,91.25745913685202,136.1795816405654,92.07757841397422,135.58220503357694,102.13,128.26,11.152,1,0.5,2.0
92,1468939803262392,92.03427368229508,135.56984135519124,92.90822765368397,135.78646394147137,104.34,138.62,20.164,1,0.5,2.0
93,1468939803264392,92.87077723008188,135.7755513410578,93.57036106038325,136.15856839815558,103.29,141.48,12.7,1,0.5,2.0
94,1468939803266392,93.53758068689763,136.15021261620268,93.87921744379183,136.16039258170068,98.9,136.31,39.193,1,0.5,2.0
95,1468939803268392,93.84871016566296,136.152104532601,94.22115576606785,136.10891813245541,99.99,135.44,46.964,1,0.5,2.0
96,1468939803270392,94.19311885004925,136.10034363602895,94.52179201542997,136.0482166344294,99.87,135.2,51.971,1,0.5,2.0
97,1468939803272392,94.49592868683696,136.03929741075672,94.95111571571712,135.80437454250142,102.71,131.8,40.625,1,0.5,2.0
98,1468939803274392,94.92825421148757,135.79390607171774,95.27817304731616,135.5741267538102,101.51,131.66,45.764,1,0.5,2.0
99,1468939803276392,95.25761303691611,135.56221274568406,95.57617954840654,135.3571297453311,101.49,131.55,43.961,1,0.5,2.0
100,1468939803278392,95.55770956290779,135.34387024556628,95.72178809787358,135.29690266113911,98.89,134.39,57.446,1,0.5,2.0
101,1468939803280392,95.70439203001678,135.28333575176995,95.95079431618456,134.99807784904544,100.89,129.28,35.222,1,0.5,2.0
102,1468939803282392,95.93500736733853,134.98264807581495,96.12033260535163,134.68076956452177,99.97,128.41,33.8,1,0.5,2.0
103,1468939803284392,96.10575334796499,134.66337256813395,96.16196495211291,134.31196863163285,97.37,126.76,32.767,1,0.5,2.0
104,1468939803286392,96.14775126986686,134.2922862611583,95.93621457429889,134.04003767944954,91.24,128.44,37.44,1,0.5,2.0
105,1468939803288392,95.92062775323214,134.01871789888364,95.72061388662796,133.79075220248438,91.14,128.57,34.667,1,0.5,2.0
106,1468939803290392,95.70373104074977,133.76795527833985,95.31364662708035,133.76681860707882,86.11,133.74,22.481,1,0.5,2.0
107,1468939803292392,95.29424041426611,133.74401433006764,94.99025232767633,133.53379224418535,87.61,128.43,13.254,1,0.5,2.0
108,1468939803294392,94.96888280497716,133.50963024587702,94.72618792842944,133.2133501084301,88.67,125.82,17.369,1,0.5,2.0
109,1468939803296392,94.70325330215667,133.18727744307964,94.46535381405346,132.93119628911506,88.37,126.37,15.335,1,0.5,2.0
110,1468939803298392,94.4408871701333,132.9034745203968,94.20222788759096,132.69880993501678,87.93,127.32,17.197,1,0.5,2.0
111,1468939803300392,94.17622637247477,132.66977192259912,93.9819653490902,132.43779355705067,88.75,126.19,16.791,1,0.5,2.0
112,1468939803302392,93.95471605918749,132.40726550432277,93.77853117790654,132.18409944042412,88.92,126.03,18.082,1,0.5,2.0
113,1468939803304392,93.75015155145577,132.15213963738668,93.54749125479358,132.03088411487306,87.83,128.61,22.437,1,0.5,2.0
114,1468939803306392,93.51781287635471,131.99814724373928,93.28028847728707,131.97776721803407,86.43,131.39,27.733,1,0.5,2.0
115,1468939803308392,93.24908950849643,131.94489987748082,93.02358443197147,131.9335771726058,86.38,131.6,27.199,1,0.5,2.0
116,1468939803310392,92.99094323797796,131.90063741731763,92.7762635426381,131.89418064230293,86.32,131.7,26.642,1,0.5,2.0
117,1468939803312392,92.7422506297603,131.86119963075993,92.63422343839004,131.5713847350022,89.32,122.68,11.358,1,0.5,2.0
118,1468939803314392,92.59952087725058,131.53655353799638,92.48149784755331,131.27858800711837,88.79,123.21,10.54,1,0.5,2.0
119,1468939803316392,92.44604244551655,131.24211130921125,92.25601269265155,131.2526954835123,86.2,131.59,29.237,1,0.5,2.0
120,1468939803318392,92.21934607934269,131.2162862469949,92.03642004103371,131.23283845075673,86.1,131.77,31.675,1,0.5,2.0
121,1468939803320392,91.99858835183973,131.19653463703003,91.82524977602361,131.21514993569073,86.1,131.83,26.682,1,0.5,2.0
122,1468939803322392,91.78631484319386,131.17896460228314,91.62456696134973,131.18275186204625,86.19,131.31,21.576,1,0.5,2.0
123,1468939803324392,91.58460323520934,131.14659061740858,91.47270325302907,131.25703464816166,87.65,135.03,28.006,1,0.5,2.0
124,1468939803326392,91.43202823577451,131.22157543989752,91.30598360449952,131.1313800285894,86.93,128.0,6.766,1,0.5,2.0
125,1468939803328392,91.26450786327267,131.09534783576183,91.08350245615185,131.2782873555409,84.7,137.73,13.427,1,0.5,2.0
126,1468939803330392,91.04087749478676,131.24341666271243,90.92919745998272,131.16616968265603,86.93,128.4,7.079,1,0.5,2.0
127,1468939803332392,90.8858638166752,131.13080880785395,90.8858638166752,131.13080880785395,nan,nan,nan,0,nan,2.0
128,1468939803334392,90.84253017336768,131.09544793305187,90.84253017336768,131.09544793305187,nan,nan,nan,0,nan,2.0
129,1468939803336392,90.79919653006016,131.0600870582498,90.79919653006016,131.0600870582498,nan,nan,nan,0,nan,2.0
130,1468939803352392,90.45252738360001,130.77720005983315,90.94344337621452,131.08665246950466,106.67,141.0,7.277,1,0.5,16.0
131,1468939803354392,90.90318876039628,131.05323248171857,91.37210950343918,131.3490593007669,106.67,141.0,5.958,1,0.5,2.0
132,1468939803356392,91.33479169701089,131.3174920503418,91.7907203689665,131.58594429370856,106.93,140.5,7.696,1,0.5,2.0
133,1468939803358392,91.7562539897964,131.55605597266725,91.93577272631534,131.8606505931773,98.0,142.15,25.982,1,0.5,2.0
134,1468939803360392,91.9024275450682,131.83266464100558,92.06247653439489,132.13160758120756,97.56,142.4,31.313,1,0.5,2.0
135,1468939803362392,92.0301296265573,132.10548622555362,92.17409282246781,132.39577325605478,97.2,142.53,29.759,1,0.5,2.0
136,1468939803364392,92.14264269900008,132.37146017417584,92.27913315436372,132.65112732698228,97.12,142.57,32.672,1,0.5,2.0
137,1468939803366392,92.24853219912082,132.62855417965815,92.09809652801533,132.54781743654962,86.68,129.64,18.974,1,0.5,2.0
138,1468939803368392,92.06656078906745,132.5247426037456,92.08102968841607,132.7384125767199,92.61,140.55,50.517,1,0.5,2.0
139,1468939803370392,92.04958374974522,132.71666387262175,92.0611444284183,132.88448534736264,92.49,139.11,52.638,1,0.5,2.0
140,1468939803372392,92.02977015679504,132.8637770034332,92.04608598371038,133.01823471882054,92.66,138.83,48.415,1,0.5,2.0
141,1468939803374392,92.01481274213054,132.99848280019356,92.02771605652406,133.1433426880418,92.52,138.67,45.426,1,0.5,2.0
142,1468939803376392,91.9965226251501,133.12448676381766,91.99534990384922,133.26225895039704,91.95,138.59,49.919,1,0.5,2.0
143,1468939803378392,91.96414922682605,133.2442542505304,91.9670322544516,133.43875455719765,92.08,141.06,42.234,1,0.5,2.0
144,1468939803380392,91.93584937109729,133.42195028774702,91.98657681446525,133.67478380281977,94.0,143.71,32.063,1,0.5,2.0
145,1468939803382392,91.9557066844951,133.65953834517222,92.00751924203756,133.9049820583048,94.09,143.77,29.432,1,0.5,2.0
146,1468939803384392,91.97696822458563,133.89124828363717,91.97560170464752,133.97013690663064,91.92,137.18,51.008,1,0.5,2.0
147,1468939803386392,91.9450422794164,133.95688850953013,91.95132403290356,134.03662288106088,92.21,137.32,48.524,1,0.5,2.0
148,1468939803388392,91.92080321847448,134.02386457132855,91.9911015159148,134.25417976615293,94.92,143.85,29.503,1,0.5,2.0
149,1468939803390392,91.96101236050346,134.24283568172032,92.03145163547545,134.45856209603815,95.0,143.55,29.521,1,0.5,2.0
150,1468939803392392,92.00179457963657,134.44854135417873,92.06548926497602,134.6599576528121,94.78,143.67,30.724,1,0.5,2.0
151,1468939803394392,92.03622255483842,134.65123255191412,92.04220574232956,134.7147161843973,92.3,137.45,46.691,1,0.5,2.0
152,1468939803396392,92.0129756641227,134.70637976061045,91.90471618608636,134.60747145044374,87.19,130.3,20.699,1,0.5,2.0
153,1468939803398392,91.87482392592493,134.59853004223115,91.754962191081,134.5530159776179,86.48,132.55,17.478,1,0.5,2.0
154,1468939803400392,91.72433747936135,134.5437964418812,91.61843999592237,134.47662430043567,86.91,131.49,18.861,1,0.5,2.0
155,1468939803402392,91.58716877730419,134.4669946770234,91.56523125380932,134.56834354316652,90.58,139.12,38.679,1,0.5,2.0
156,1468939803404392,91.53382623212035,134.55933207473942,91.56847610626033,134.75156128946574,93.14,143.47,29.612,1,0.5,2.0
157,1468939803406392,91.53728222550912,134.74372118046395,91.7181360061053,134.9376871594791,100.0,143.82,18.576,1,0.5,2.0
158,1468939803408392,91.68804313622614,134.93102788645987,91.76621764171256,135.13152649458394,95.38,144.4,26.291,1,0.5,2.0
159,1468939803410392,91.73660024161492,135.1260866860027,91.72555029851893,135.33579447703465,91.21,145.12,17.62,1,0.5,2.0
160,1468939803412392,91.69586575372179,135.3316289525371,91.61525454480139,135.19328673811984,87.82,128.68,16.858,1,0.5,2.0
161,1468939803414392,91.58508062606755,135.18828136672025,91.52209056292924,135.00543394906074,88.53,126.32,10.286,1,0.5,2.0
162,1468939803416392,91.49153460263943,134.99931958826716,91.39971413755198,135.15449590714178,87.0,142.59,16.398,1,0.5,2.0
163,1468939803418392,91.36860179876548,135.149321824389,91.23523605883526,135.28658146288686,84.79,141.92,10.817,1,0.5,2.0
164,1468939803420392,91.20331636189927,135.28223831083483,91.1511728075638,135.0933895086262,88.61,125.89,6.663,1,0.5,2.0
165,1468939803422392,91.11893774655246,135.08790419953004,91.02341972827305,135.06959609139633,86.33,134.17,4.908,1,0.5,2.0
166,1468939803424392,90.99060752247661,135.06400015993464,90.85385733111814,135.21114704937426,84.08,142.5,5.597,1,0.5,2.0
167,1468939803426392,90.82021963252248,135.2064393704002,90.82021963252248,135.2064393704002,nan,nan,nan,0,nan,2.0
168,1468939803428392,90.78658193392683,135.20173169142615,90.78658193392683,135.20173169142615,nan,nan,nan,0,nan,2.0
169,1468939803430392,90.75294423533117,135.1970240124521,90.75294423533117,135.1970240124521,nan,nan,nan,0,nan,2.0
170,1468939803432392,90.71930653673552,135.19231633347803,90.71930653673552,135.19231633347803,nan,nan,nan,0,nan,2.0
171,1468939803434392,90.68566883813986,135.18760865450398,90.56019706190557,135.33627261490625,84.59,142.41,8.738,1,0.5,2.0
172,1468939803438392,90.49141560912436,135.32864169163582,90.49141560912436,135.32864169163582,nan,nan,nan,0,nan,4.0
173,1468939803440392,90.45702488273376,135.3248262300006,90.45702488273376,135.3248262300006,nan,nan,nan,0,nan,2.0
174,1468939803442392,90.42263415634316,135.3210107683654,90.42263415634316,135.3210107683654,nan,nan,nan,0,nan,2.0
175,1468939803444392,90.38824342995257,135.31719530673018,90.38824342995257,135.31719530673018,nan,nan,nan,0,nan,2.0
176,1468939803446392,90.35385270356197,135.31337984509497,90.26982402537014,135.30075819308894,86.47,134.73,7.367,1,0.5,2.0
177,1468939803448392,90.23493368786512,135.29686768662663,90.23493368786512,135.29686768662663,nan,nan,nan,0,nan,2.0
178,1468939803450392,90.2000433503601,135.2929771801643,90.2481608500944,135.02544348698015,92.42,122.95,10.821,1,0.5,2.0
179,1468939803452392,90.21355558603712,135.01996796981018,90.26692054892743,134.76306421884755,92.7,123.05,9.806,1,0.5,2.0
180,1468939803454392,90.23263087612379,134.75606941688022,90.29698022011124,134.49385561278905,93.26,122.42,8.057,1,0.5,2.0
181,1468939803456392,90.26307041679084,134.4853129003679,90.26307041679084,134.4853129003679,nan,nan,nan,0,nan,2.0
182,1468939803458392,90.22916061347044,134.47677018794673,90.5650684135232,134.49047053108,106.0,135.12,12.445,1,0.5,2.0
183,1468939803460392,90.53313436962723,134.48200840202745,90.90668642159433,134.54631021238558,108.24,137.53,7.274,1,0.5,2.0
184,1468939803462392,90.87694552465557,134.53822560319668,90.81849132336966,134.43857302979868,88.08,129.77,7.271,1,0.5,2.0
185,1468939803464392,90.78840786278731,134.4299044189831,90.73232323241294,134.33340897584495,88.08,129.77,5.953,1,0.5,2.0
186,1468939803466392,90.70191168839344,134.32417588673215,90.65672595879067,134.2085561961268,88.5,128.69,7.513,1,0.5,2.0
187,1468939803468392,90.6260505616037,134.19864796860514,90.57263750097563,134.11487593585403,88.0,130.08,4.387,1,0.5,2.0
188,1468939803470392,90.54165076415529,134.10447940914756,90.76018515756734,134.0225270266504,101.38,130.04,19.969,1,0.5,2.0
189,1468939803472392,90.73046998336012,134.01165365241428,90.93716834478947,133.92106100622902,101.07,129.48,15.951,1,0.5,2.0
190,1468939803474392,90.90865374972222,133.90966143700766,91.02841461644148,133.72610217169125,96.95,124.65,6.509,1,0.5,2.0
191,1468939803476392,91.00059442027967,133.71363828691833,91.13682847968933,133.55943015577714,97.93,125.87,5.418,1,0.5,2.0
192,1468939803478392,91.10979682476164,133.54607369340232,91.10979682476164,133.54607369340232,nan,nan,nan,0,nan,2.0
193,1468939803480392,91.08276516983396,133.5327172310275,91.08276516983396,133.5327172310275,nan,nan,nan,0,nan,2.0
194,1468939803482392,91.05573351490628,133.5193607686527,91.42284703419831,133.62409630094427,109.46,138.77,6.121,1,0.5,2.0
195,1468939803484392,91.39792884403676,133.61134279881372,91.39792884403676,133.61134279881372,nan,nan,nan,0,nan,2.0
196,1468939803486392,91.3730106538752,133.59858929668317,91.3730106538752,133.59858929668317,nan,nan,nan,0,nan,2.0
197,1468939803488392,91.34809246371364,133.58583579455262,91.34809246371364,133.58583579455262,nan,nan,nan,0,nan,2.0
198,1468939803490392,91.32317427355208,133.57308229242207,91.32317427355208,133.57308229242207,nan,nan,nan,0,nan,2.0
199,1468939803492392,91.29825608339053,133.56032879029152,91.24843784858174,133.4848164981984,88.89,129.91,18.605,1,0.5,2.0
200,1468939803494392,91.2232356822621,133.47163255748083,91.11946690408655,133.5832944409168,86.16,138.92,15.243,1,0.5,2.0
201,1468939803496392,91.0936744616263,133.57074567531419,91.20224684487987,133.77157518016293,96.44,143.46,28.013,1,0.5,2.0
202,1468939803498392,91.17707072830824,133.7601664505375,91.20812388910375,133.84992554116698,92.72,138.22,45.213,1,0.5,2.0
203,1468939803500392,91.18312368904957,133.839025297835,91.2103916847744,133.9174448303957,92.55,137.77,47.244,1,0.5,2.0
204,1468939803502392,91.1855456443917,133.90698793205686,91.20125735949566,133.98595668284204,91.98,137.9,48.791,1,0.5,2.0
205,1468939803504392,91.1764999662332,133.9759453343556,91.14441025132055,134.04445937066674,89.54,137.47,39.093,1,0.5,2.0
206,1468939803506392,91.11947216692283,134.0348338118028,91.150788872961,134.19632772874863,92.73,142.34,42.427,1,0.5,2.0
207,1468939803508392,91.1260267766406,134.18760970479298,91.16139553831415,134.273861185702,92.96,138.66,57.618,1,0.5,2.0
208,1468939803510392,91.13683180889373,134.2656269061037,91.16941268811539,134.33840293664113,92.84,138.07,58.95,1,0.5,2.0
209,1468939803512392,91.14503133151092,134.33057602387703,91.17662845141993,134.40040268354332,92.81,138.01,56.94,1,0.5,2.0
210,1468939803514392,91.15242361659944,134.39296586729967,91.19022484468567,134.4646495983757,93.16,138.2,56.75,1,0.5,2.0
211,1468939803516392,91.1662307831516,134.45761247855322,91.19619637378928,134.53146077621656,92.77,138.41,67.523,1,0.5,2.0
212,1468939803518392,91.17236907402194,134.52483463019192,91.19847085918315,134.59780463899247,92.58,138.46,68.372,1,0.5,2.0
213,1468939803520392,91.17478854098194,134.5915838026465,91.14028322069511,134.4908797779208,89.3,129.12,21.489,1,0.5,2.0
214,1468939803522392,91.11640960806423,134.4841006474099,91.14570708112043,134.5572881203073,92.72,138.49,60.195,1,0.5,2.0
215,1468939803524392,91.12199558404222,134.5509139676453,91.15261257711276,134.62961623034624,92.81,138.89,58.92,1,0.5,2.0
216,1468939803526392,91.1290701785155,134.62367675241012,91.17609037545917,134.70393061255683,93.74,139.08,58.42,1,0.5,2.0
217,1468939803528392,91.15280718491704,134.69843354976052,91.20622666213643,134.78698159722947,94.14,139.65,56.648,1,0.5,2.0
218,1468939803530392,91.18323740884378,134.78197176438889,91.24089808419922,134.86611647785287,94.43,139.52,54.47,1,0.5,2.0
219,1468939803532392,91.21822551741812,134.86156878832932,91.15211169379866,134.91939605135545,87.47,138.14,22.73,1,0.5,2.0
220,1468939803534392,91.12907668318014,134.91516537775945,91.19164117556184,135.03018480250478,94.7,141.48,46.844,1,0.5,2.0
221,1468939803536392,91.16894852144759,135.0265835218229,91.2276212170072,135.08756001231862,94.54,138.53,52.087,1,0.5,2.0
222,1468939803538392,91.20524903658297,135.08429178878924,91.17680003990786,135.00796159826498,89.56,130.67,20.153,1,0.5,2.0
223,1468939803540392,91.15427275215785,135.00427721342544,91.1358160147455,134.89991699459574,90.08,128.93,19.841,1,0.5,2.0
