frame_idx,t_us,pred_x,pred_y,kf_x,kf_y,det_x,det_y,score,accepted,sigma_obs,dt_ms
64,1468940294010967,235.00700623675428,12.67071377600228,234.70788960603173,12.298638786687581,230.4,6.94,20.712,1,0.5,2.0
65,1468940294012967,235.09195682465264,12.295615135222361,234.81305229053024,11.973590459911495,230.67,7.19,16.736,1,0.5,2.0
66,1468940294014967,235.19210532226953,11.964777401301706,234.9379590913107,11.658313960067035,231.05,6.97,13.577,1,0.5,2.0
67,1468940294016967,235.31249844472396,11.644058060982285,235.02249729745188,11.371892685254132,230.46,7.09,15.936,1,0.5,2.0
68,1468940294018967,235.3919474124484,11.352860548216876,235.1004398929422,11.142307351653596,230.39,7.74,11.44,1,0.5,2.0
69,1468940294020967,235.46483400139007,11.119623307651944,235.10613960667317,10.918247182668448,229.16,7.58,6.947,1,0.5,2.0
70,1468940294022967,235.4643836352487,10.892110396523995,233.09866363695207,10.759126132160157,192.91,8.5,8.092,1,0.5,2.0
71,1468940294024967,233.41680192214926,10.730734881081654,231.84668600088665,12.213444338997913,204.54,38.0,4.468,1,0.5,2.0
72,1468940294026967,232.13850062081877,12.209911346425658,232.13850062081877,12.209911346425658,nan,nan,nan,0,nan,2.0
73,1468940294052967,235.93209067993638,12.163982442986336,235.00252889039663,13.13567136310008,223.93,24.71,8.516,1,0.5,26.0
74,1468940294054967,235.2810388824475,13.146045955417772,234.2240716827532,14.088830242671813,220.96,25.92,11.832,1,0.5,2.0
75,1468940294056967,234.48762024360207,14.112550000531188,233.55291141877316,14.94564511575082,221.24,25.92,11.518,1,0.5,2.0
76,1468940294058967,233.80337160143796,14.981030393012247,232.978582031836,15.72164555876898,221.61,25.93,13.656,1,0.5,2.0
77,1468940294060967,233.21761459442365,15.767292203353117,232.46362357207212,16.426045833125954,221.62,25.9,13.172,1,0.5,2.0
78,1468940294062967,232.6923170491648,16.480725622530716,232.03960041907752,17.09630187276379,222.27,26.31,12.98,1,0.5,2.0
79,1468940294064967,232.25943378183507,17.159337625089734,232.2878805008316,17.234338278741117,232.73,18.4,5.75,1,0.5,2.0
80,1468940294066967,232.50809619183758,17.298382051308177,231.5330760633059,17.91991830937979,215.83,27.93,11.542,1,0.5,2.0
81,1468940294068967,231.74031416742986,17.992234773508212,231.96851957585264,17.526600845058827,235.77,9.77,9.667,1,0.5,2.0
82,1468940294070967,232.17876628410576,17.592778505687814,232.37607870283776,17.162973187996965,235.77,9.77,9.551,1,0.5,2.0
83,1468940294072967,232.58890251004394,17.22353715820868,232.75070271500206,16.804848572968467,235.62,9.38,9.515,1,0.5,2.0
84,1468940294074967,232.96562048298455,16.85999402424072,233.10034418168536,16.44196537332357,235.56,8.81,9.146,1,0.5,2.0
85,1468940294076967,233.31698984784444,16.491749400060645,233.34748883333566,16.591299376584338,233.92,18.46,6.656,1,0.5,2.0
86,1468940294078967,233.56452221476837,16.64234892234658,233.05239566029678,16.033176370889592,223.18,4.29,8.54,1,0.5,2.0
87,1468940294080967,233.26297511739398,16.076548998671207,233.1848524184446,15.539523070549285,231.64,4.92,14.661,1,0.5,2.0
88,1468940294082967,233.39445574989713,15.576185679510237,233.29172599670912,15.06799649425798,231.21,4.77,15.11,1,0.5,2.0
89,1468940294084967,233.50005650870062,15.098362650002475,232.2101480950172,15.324228945165142,205.45,20.01,65.25,1,0.5,2.0
90,1468940294086967,232.4026286113681,15.357370476087988,231.48756865274555,14.810684037375042,212.07,3.21,10.425,1,0.5,2.0
91,1468940294088967,231.66889660409853,14.837162664972508,230.47971975959874,15.014040663712978,204.69,18.85,77.734,1,0.5,2.0
92,1468940294090967,230.64667033752215,15.042657779838141,230.59065175402068,14.735377662272828,229.35,7.93,21.209,1,0.5,2.0
93,1468940294092967,230.75693040209157,14.760309025007315,229.63293523486686,14.921732686908797,204.23,18.57,82.458,1,0.5,2.0
94,1468940294094967,229.785836728804,14.948585222677707,228.7251949025943,15.09876330173261,204.28,18.56,85.023,1,0.5,2.0
95,1468940294096967,228.8655701097842,15.127389455734278,227.8648647338236,15.280630434365245,204.36,18.88,77.788,1,0.5,2.0
96,1468940294098967,227.993510990488,15.311052677305792,227.58250510785263,14.84557742184278,217.75,3.71,23.084,1,0.5,2.0
97,1468940294100967,227.70637009136394,14.870584743887038,227.62367939382383,14.53883171895257,225.61,6.46,20.956,1,0.5,2.0
98,1468940294102967,227.7465895245952,14.56000819551776,227.58610261741995,14.214327375677465,223.61,5.65,29.783,1,0.5,2.0
99,1468940294104967,227.70717306243958,14.23154126058886,227.37742331138986,13.81534252394782,219.07,3.33,19.607,1,0.5,2.0
100,1468940294106967,227.49474099119172,13.827819798330866,227.18372750746187,13.448284279708796,219.22,3.73,21.547,1,0.5,2.0
101,1468940294108967,227.29753082765717,13.456472915927664,227.03108651958,13.121582899567997,220.1,4.41,16.699,1,0.5,2.0
102,1468940294110967,227.14190026558353,13.126013983008892,226.99738913773731,12.858431362671526,223.18,5.79,23.913,1,0.5,2.0
103,1468940294112967,227.10659270286433,12.859880970397883,226.9327005134782,12.589515312960739,222.27,5.34,22.564,1,0.5,2.0
104,1468940294114967,227.03997984716452,12.58797314687387,226.84499347402297,12.320026388310763,221.54,5.03,20.263,1,0.5,2.0
105,1468940294116967,226.95012983038538,12.315539381421114,226.9494258864874,12.111119786266206,226.93,6.47,8.519,1,0.5,2.0
106,1468940294118967,227.0545545582973,12.10440124768766,227.17931001424412,11.97726638561937,230.67,8.42,3.464,1,0.5,2.0
107,1468940294120967,227.28579149791864,11.969169233588559,226.67525134353224,12.605084914074451,209.36,30.64,3.994,1,0.5,2.0
108,1468940294122967,226.7751559683106,12.603837971109094,225.63935167958064,12.471549313643038,193.0,8.67,5.773,1,0.5,2.0
109,1468940294158967,227.21884117393398,12.423621136905009,227.21884117393398,12.423621136905009,nan,nan,nan,0,nan,36.0
110,1468940294160967,227.30659059028696,12.420958460419563,226.63154555725035,13.048694572891954,212.93,25.79,5.908,1,0.5,2.0
111,1468940294162967,226.7129343990641,13.051946705254695,225.91237882721953,13.796117480001023,209.18,29.35,8.919,1,0.5,2.0
112,1468940294164967,225.9862747256929,13.806334812091121,225.29032026700867,14.389264909902975,210.33,26.92,15.352,1,0.5,2.0
113,1468940294166967,225.3577449536595,14.404902516399822,224.8093860880886,14.982172430312596,212.7,27.73,13.721,1,0.5,2.0
114,1468940294168967,224.87174485471564,15.003143046631346,224.34170094380116,15.693154780465246,212.33,31.33,10.614,1,0.5,2.0
115,1468940294170967,224.3991941009775,15.720459452404905,223.92094595317175,16.36048747985677,212.81,31.23,10.774,1,0.5,2.0
116,1468940294172967,223.97407643997525,16.393630608936206,223.91664435626072,15.934132840012921,222.55,5.0,13.548,1,0.5,2.0
117,1468940294174967,223.96925416687753,15.963110186995651,223.82373082800532,15.495561980120089,220.28,4.11,18.694,1,0.5,2.0
118,1468940294176967,223.87502934852594,15.520326316750529,223.74008711382186,15.097536875928112,220.38,4.57,21.846,1,0.5,2.0
119,1468940294178967,223.79017697297303,15.118514338377452,223.7595368442456,14.766475108550296,222.98,5.81,35.501,1,0.5,2.0
120,1468940294180967,223.80935388459625,14.78431802410321,223.7066952605803,14.469808412705119,221.04,6.3,43.077,1,0.5,2.0
121,1468940294182967,223.75560355758012,14.484867260958586,223.64596237818017,14.184373586384671,220.74,6.22,43.361,1,0.5,2.0
122,1468940294184967,223.69390570128832,14.196787729864136,223.63631915209004,13.971752189312461,222.08,7.89,52.363,1,0.5,2.0
123,1468940294186967,223.68375852013705,13.982196987499098,223.35777794160833,14.025566529093101,214.38,15.22,149.777,1,0.5,2.0
124,1468940294188967,223.40238054617248,14.036388739739149,223.3778577651695,13.79244895207889,222.69,6.95,50.168,1,0.5,2.0
125,1468940294190967,223.4222481467177,13.80116007926172,223.39104116383996,13.663062005366827,222.5,9.72,67.574,1,0.5,2.0
126,1468940294192967,223.43516295181016,13.670584544215863,223.4250076482396,13.54776817290676,223.13,9.98,79.332,1,0.5,2.0
127,1468940294194967,223.46904250282435,13.55423935540051,223.42061419680806,13.449650338724352,221.99,10.36,71.131,1,0.5,2.0
128,1468940294196967,223.46423669698393,13.455230972989355,223.59753436776793,13.545307743438988,227.6,16.25,30.372,1,0.5,2.0
129,1468940294198967,223.64228587995925,13.551651314937255,222.75510086312846,13.586194702573664,195.69,14.64,88.967,1,0.5,2.0
130,1468940294200967,222.79237720747852,13.592829326801056,222.8889210072336,13.709683191851463,225.88,17.33,21.137,1,0.5,2.0
131,1468940294202967,222.92700660990798,13.717297319301839,223.0537504480312,13.849887139010384,227.04,18.02,16.37,1,0.5,2.0
132,1468940294204967,223.09289303902239,13.858607007713644,222.7218586892643,14.2845845721591,210.88,27.88,30.187,1,0.5,2.0
133,1468940294206967,222.7579226201241,14.296838992704767,222.2243584660615,14.502773868817126,204.95,21.17,56.956,1,0.5,2.0
134,1468940294208967,222.25601723780312,14.516728508334305,222.05808690185148,14.976178482680885,215.56,30.06,9.377,1,0.5,2.0
135,1468940294210967,222.08811961207226,14.993907651859928,221.53858603196326,15.115146520407794,203.25,19.15,28.602,1,0.5,2.0
136,1468940294212967,221.5641262206921,15.133866835974112,221.17495720513614,15.330152395989131,208.05,21.95,7.018,1,0.5,2.0
137,1468940294214967,221.1973312800966,15.350469607477939,221.1973312800966,15.350469607477939,nan,nan,nan,0,nan,2.0
138,1468940294216967,221.21970535505704,15.370786818966746,221.21970535505704,15.370786818966746,nan,nan,nan,0,nan,2.0
139,1468940294218967,221.2420794300175,15.391104030455553,221.2420794300175,15.391104030455553,nan,nan,nan,0,nan,2.0
140,1468940294220967,221.26445350497795,15.41142124194436,221.26445350497795,15.41142124194436,nan,nan,nan,0,nan,2.0
141,1468940294222967,221.2868275799384,15.431738453433168,221.2868275799384,15.431738453433168,nan,nan,nan,0,nan,2.0
142,1468940294224967,221.30920165489886,15.452055664921975,221.30920165489886,15.452055664921975,nan,nan,nan,0,nan,2.0
143,1468940294226967,221.3315757298593,15.472372876410782,221.3315757298593,15.472372876410782,nan,nan,nan,0,nan,2.0
144,1468940294228967,221.35394980481976,15.49269008789959,221.35394980481976,15.49269008789959,nan,nan,nan,0,nan,2.0
145,1468940294230967,221.37632387978022,15.513007299388397,221.37632387978022,15.513007299388397,nan,nan,nan,0,nan,2.0
146,1468940294232967,221.39869795474067,15.533324510877204,221.39869795474067,15.533324510877204,nan,nan,nan,0,nan,2.0
147,1468940294234967,221.42107202970112,15.553641722366011,221.42107202970112,15.553641722366011,nan,nan,nan,0,nan,2.0
148,1468940294236967,221.44344610466158,15.573958933854819,221.44344610466158,15.573958933854819,nan,nan,nan,0,nan,2.0
149,1468940294238967,221.46582017962203,15.594276145343626,221.46582017962203,15.594276145343626,nan,nan,nan,0,nan,2.0
150,1468940294240967,221.48819425458248,15.614593356832433,220.90765430007514,15.561085315125455,204.73,14.07,5.037,1,0.5,2.0
151,1468940294242967,220.92562753842003,15.58099690397392,220.3753795366723,15.529660638979784,204.73,14.07,4.124,1,0.5,2.0
152,1468940294244967,220.38920302840495,15.549185070599023,219.89612798581018,15.475196988137132,205.6,13.33,5.644,1,0.5,2.0
153,1468940294248967,219.9163756129171,15.513135545354995,219.9163756129171,15.513135545354995,nan,nan,nan,0,nan,4.0
154,1468940294250967,219.92649942647057,15.532104823963927,219.92649942647057,15.532104823963927,nan,nan,nan,0,nan,2.0
155,1468940294252967,219.93662324002403,15.551074102572858,219.93662324002403,15.551074102572858,nan,nan,nan,0,nan,2.0
156,1468940294254967,219.9467470535775,15.57004338118179,219.9467470535775,15.57004338118179,nan,nan,nan,0,nan,2.0
157,1468940294256967,219.95687086713096,15.589012659790722,219.95687086713096,15.589012659790722,nan,nan,nan,0,nan,2.0
158,1468940294258967,219.96699468068442,15.607981938399654,219.81809619566343,16.14133713574554,215.79,30.57,7.558,1,0.5,2.0
159,1468940294260967,219.82714180677698,16.164168541460946,219.65062912486425,16.624751157058903,214.77,29.36,10.294,1,0.5,2.0
160,1468940294262967,219.65840302073315,16.65090090753761,219.49328111765738,17.094418632576353,214.83,29.62,9.363,1,0.5,2.0
161,1468940294264967,219.49987128940248,17.123747868154766,219.28697554502102,17.522600275948534,213.15,29.02,14.302,1,0.5,2.0
162,1468940294266967,219.29204701734128,17.55477473947678,219.0795126019589,17.950937890568774,212.83,29.6,16.194,1,0.5,2.0
163,1468940294268967,219.08307531614062,17.985924672174153,218.88605638419048,18.35471565098668,212.98,29.41,15.781,1,0.5,2.0
164,1468940294270967,218.8882271932708,18.39230787786414,218.73199131931196,18.809119256213073,213.96,31.54,12.315,1,0.5,2.0
165,1468940294272967,218.73306358084056,18.849642225612136,218.8952529820876,18.47742617347119,223.94,6.9,20.401,1,0.5,2.0
166,1468940294274967,218.89746031059144,18.515344224514415,218.94928515044035,18.115595180021355,220.59,5.46,24.996,1,0.5,2.0
167,1468940294276967,218.95185349105057,18.15072857712257,219.10146027952354,17.820665967496794,223.92,7.19,21.319,1,0.5,2.0
168,1468940294278967,219.10506601270887,17.85351066831595,219.26757440229454,17.553569881521952,224.59,7.73,25.545,1,0.5,2.0
169,1468940294280967,219.2723018913017,17.584344164163614,219.42242446302754,17.297253073802025,224.42,7.74,26.719,1,0.5,2.0
170,1468940294282967,219.428183575846,17.326054501852784,219.5006018134681,17.014591643313754,221.95,6.48,31.631,1,0.5,2.0
171,1468940294284967,219.50685637383825,17.041262206049797,219.6865737927627,16.784654780499892,225.86,7.97,27.859,1,0.5,2.0
172,1468940294286967,219.69405250501532,16.809577452213844,219.71679767054243,16.51020345040203,220.51,6.07,31.774,1,0.5,2.0
173,1468940294288967,219.72443064166262,16.53309575243431,219.78696145360237,16.25327248836765,222.0,6.35,32.331,1,0.5,2.0
174,1468940294290967,219.79501669548992,16.2742751430281,219.5149653111878,16.519661130954063,209.46,25.33,40.358,1,0.5,2.0
175,1468940294292967,219.52113738055382,16.542313854764437,219.26343590215063,16.845897591344126,209.88,27.9,30.26,1,0.5,2.0
176,1468940294294967,219.26788235701252,16.870583165343408,219.05720571905113,17.116114653220794,211.28,26.18,21.951,1,0.5,2.0
177,1468940294296967,219.06024730327525,17.14243752303657,218.86734285958917,17.371456721176145,211.65,25.94,19.979,1,0.5,2.0
178,1468940294298967,218.8691033721429,17.399300499484813,218.67456622382244,17.6198371640478,211.3,25.98,17.611,1,0.5,2.0
179,1468940294300967,218.67504007961853,17.649139558318595,218.74014388058765,17.371990007984376,221.24,6.73,13.113,1,0.5,2.0
180,1468940294302967,218.74104659365673,17.399466739258525,218.82000061934446,17.137466208005,221.89,6.95,12.213,1,0.5,2.0
181,1468940294304967,218.82142134927417,17.16322395545908,218.8937269845675,16.91391499782052,221.74,7.1,12.256,1,0.5,2.0
182,1468940294306967,218.895620235875,16.938043497268218,218.58109539682906,16.976287981271135,206.05,18.5,9.191,1,0.5,2.0
183,1468940294308967,218.58094126039123,17.000665431765466,218.44851818183074,17.289412675341374,213.11,28.93,9.658,1,0.5,2.0
184,1468940294310967,218.44750538696806,17.315662422236347,218.30803400635313,17.58932374770748,212.62,28.75,7.67,1,0.5,2.0
185,1468940294312967,218.30612032749335,17.617341148350857,218.30612032749335,17.617341148350857,nan,nan,nan,0,nan,2.0
186,1468940294314967,218.30420664863357,17.645358548994235,218.30420664863357,17.645358548994235,nan,nan,nan,0,nan,2.0
187,1468940294316967,218.3022929697738,17.673375949637613,218.3022929697738,17.673375949637613,nan,nan,nan,0,nan,2.0
188,1468940294318967,218.300379290914,17.70139335028099,218.300379290914,17.70139335028099,nan,nan,nan,0,nan,2.0
189,1468940294320967,218.29846561205423,17.72941075092437,218.29846561205423,17.72941075092437,nan,nan,nan,0,nan,2.0
190,1468940294322967,218.29655193319445,17.757428151567748,218.29655193319445,17.757428151567748,nan,nan,nan,0,nan,2.0
191,1468940294324967,218.29463825433467,17.785445552211126,218.29463825433467,17.785445552211126,nan,nan,nan,0,nan,2.0
192,1468940294326967,218.2927245754749,17.813462952854504,218.2927245754749,17.813462952854504,nan,nan,nan,0,nan,2.0
193,1468940294328967,218.2908108966151,17.841480353497882,218.2908108966151,17.841480353497882,nan,nan,nan,0,nan,2.0
194,1468940294330967,218.28889721775533,17.86949775414126,218.28889721775533,17.86949775414126,nan,nan,nan,0,nan,2.0
195,1468940294332967,218.28698353889556,17.89751515478464,218.28698353889556,17.89751515478464,nan,nan,nan,0,nan,2.0
196,1468940294334967,218.28506986003578,17.925532555428017,218.28506986003578,17.925532555428017,nan,nan,nan,0,nan,2.0
197,1468940294336967,218.283156181176,17.953549956071395,218.283156181176,17.953549956071395,nan,nan,nan,0,nan,2.0
198,1468940294338967,218.28124250231622,17.981567356714773,218.28124250231622,17.981567356714773,nan,nan,nan,0,nan,2.0
199,1468940294340967,218.27932882345644,18.00958475735815,218.27932882345644,18.00958475735815,nan,nan,nan,0,nan,2.0
200,1468940294342967,218.27741514459666,18.03760215800153,218.27741514459666,18.03760215800153,nan,nan,nan,0,nan,2.0
201,1468940294344967,218.27550146573688,18.065619558644908,218.27550146573688,18.065619558644908,nan,nan,nan,0,nan,2.0
202,1468940294346967,218.2735877868771,18.093636959288286,218.2735877868771,18.093636959288286,nan,nan,nan,0,nan,2.0
203,1468940294348967,218.27167410801732,18.121654359931664,218.00443829060018,19.195060033731664,209.19,54.6,19.817,1,0.5,2.0
204,1468940294350967,218.00092494757584,19.229502802826794,217.72964424538426,20.27549324972864,208.62,55.4,21.843,1,0.5,2.0
205,1468940294352967,217.72451365157397,20.316171732822994,217.46849347620898,21.31511173361187,208.72,55.45,20.264,1,0.5,2.0
206,1468940294354967,217.4618427655573,21.36172141145117,217.22687053103232,21.09738748351092,209.06,11.91,27.089,1,0.5,2.0
207,1468940294356967,217.21883024146527,21.142433943237997,217.17675676053264,21.348767317588315,215.69,28.64,22.652,1,0.5,2.0
208,1468940294358967,217.1684686385093,21.395029177274015,217.11270231813373,21.594283929850686,215.11,28.75,28.558,1,0.5,2.0
209,1468940294360967,217.1040869883595,21.64171491274554,217.24697767039154,21.71530334416703,222.46,24.4,49.641,1,0.5,2.0
210,1468940294362967,217.23919751231406,21.76316443890862,217.38219660784762,21.830627862631538,222.68,24.33,48.994,1,0.5,2.0
211,1468940294364967,217.37524906328105,21.878881763760294,217.50669157506772,21.943145885700023,222.45,24.36,49.164,1,0.5,2.0
212,1468940294366967,217.50050646404605,21.991772551481823,217.50050646404605,21.991772551481823,nan,nan,nan,0,nan,2.0
213,1468940294368967,217.4943213530244,22.040399217263623,217.2602580353645,22.06672784492379,208.43,23.06,73.063,1,0.5,2.0
214,1468940294370967,217.25272538847656,22.115506088366015,217.1319943923005,22.278793687053163,212.51,28.53,44.465,1,0.5,2.0
215,1468940294372967,217.1237692602077,22.328508510576842,217.1237692602077,22.328508510576842,nan,nan,nan,0,nan,2.0
216,1468940294374967,217.1155441281149,22.37822333410052,216.90472010889235,22.341716150566533,208.81,20.94,91.524,1,0.5,2.0
217,1468940294376967,216.8952946232,22.391223115757345,216.7174415919943,22.30233224928111,209.79,18.84,91.856,1,0.5,2.0
218,1468940294378967,216.7070071718757,22.351334949491132,216.48807130009214,22.28463610616302,207.84,19.65,62.767,1,0.5,2.0
219,1468940294380967,216.4763993731216,22.333261799741088,216.31398655058956,22.202840816840705,209.81,16.98,85.71,1,0.5,2.0
220,1468940294382967,216.3013998867948,22.250731957112883,216.0695633682601,22.13481292804567,206.66,17.43,57.332,1,0.5,2.0
221,1468940294384967,216.05567558045055,22.182053501990133,215.84022256178997,22.053810846812283,206.98,16.78,57.331,1,0.5,2.0
222,1468940294386967,215.82512983247727,22.100334211507796,215.20844858368534,22.018743401599835,189.52,18.62,42.047,1,0.5,2.0
