frame_idx,t_us,pred_x,pred_y,kf_x,kf_y,det_x,det_y,score,accepted,sigma_obs,dt_ms
37,1473347517107522,183.36467662305898,106.47062926452037,183.05612398185716,106.2337134856617,179.6,103.58,33.101,1,0.5,2.0
38,1473347517109522,183.1808740663707,106.24531680944926,182.94113302455852,105.8857854830994,180.21,101.79,33.728,1,0.5,2.0
39,1473347517111522,183.05773666333985,105.88517186473555,183.44726643037248,106.14618157604647,187.96,109.17,7.704,1,0.5,2.0
40,1473347517113522,183.5768607573174,106.15427254473676,183.94564434969408,106.46457426552921,188.29,110.12,6.77,1,0.5,2.0
41,1473347517115522,184.08731111533066,106.48282322003453,183.61053531002992,106.22215291675435,177.9,103.1,7.661,1,0.5,2.0
42,1473347517117522,183.73687917832382,106.23202429787395,183.39408181190774,105.27031237577559,179.22,93.56,7.257,1,0.5,2.0
43,1473347517119522,183.50960777981655,105.24983432953174,183.17250490131428,104.97849640820563,179.0,101.62,4.81,1,0.5,2.0
44,1473347517121522,183.27758304892401,104.94960879318283,182.9684911411211,104.71400340441956,179.08,101.75,5.691,1,0.5,2.0
45,1473347517123522,183.0641592771279,104.67794300555482,182.76425542401077,104.46263984872621,178.93,101.71,6.976,1,0.5,2.0
46,1473347517125522,182.8509532501397,104.42013959917476,182.6443267514012,104.33364670678704,179.96,103.21,12.974,1,0.5,2.0
47,1473347517127522,182.72495135242957,104.28860423342462,182.53022364657522,104.20348565459182,179.96,103.08,10.195,1,0.5,2.0
48,1473347517129522,182.60522282440147,104.15598421923323,182.42163475681468,104.08130700802037,179.96,103.08,8.347,1,0.5,2.0
49,1473347517131522,182.49142015367573,104.0316847887379,184.3046735245975,103.38584986021255,209.0,94.59,6.131,1,0.5,2.0
50,1473347517133522,184.42509205650143,103.31819340055536,184.09032847650235,103.19830148678486,179.46,101.54,3.763,1,0.5,2.0
51,1473347517135522,184.20155374548682,103.1273525605899,185.84980808359472,102.55990860666121,209.0,94.59,4.825,1,0.5,2.0
52,1473347517137522,186.00555772646445,102.47363128958656,186.2070255854473,102.90130350263728,189.08,109.0,4.323,1,0.5,2.0
53,1473347517139522,186.36812959423085,102.82639233364905,185.2497718795531,102.47447592059375,169.06,97.38,5.07,1,0.5,2.0
54,1473347517141522,185.38162778601287,102.39036117825563,185.38162778601287,102.39036117825563,nan,nan,nan,0,nan,2.0
55,1473347517143522,185.51348369247265,102.30624643591752,186.3981456932182,101.99638310385515,198.75,97.67,3.151,1,0.5,2.0
56,1473347517145522,186.55240484680925,101.9044213591599,185.29215271470298,100.62105437699874,167.36,82.36,5.373,1,0.5,2.0
57,1473347517147522,185.4150051613167,100.4971098808157,184.24392400965996,99.31169405973411,167.27,82.13,5.924,1,0.5,2.0
58,1473347517149522,184.33804922555,99.15867069591874,183.25300952496866,98.09580250567636,167.24,82.41,6.743,1,0.5,2.0
59,1473347517151522,183.3209287434314,97.91710863317442,182.3265143856835,97.08647407959288,167.39,84.61,9.772,1,0.5,2.0
60,1473347517153522,182.37078129618067,96.88802342852566,182.26632092357974,97.22226446328912,180.67,102.33,6.648,1,0.5,2.0
61,1473347517155522,182.30814041641298,97.03164479532218,182.2091090314331,97.35194911647655,180.67,102.33,5.443,1,0.5,2.0
62,1473347517157522,182.24864252652574,97.16872321518882,182.13206086934562,97.46045535218333,180.29,102.07,5.928,1,0.5,2.0
63,1473347517159522,182.1689423702719,97.28386576010723,182.04941663095016,97.56443584480265,180.13,102.07,5.186,1,0.5,2.0
64,1473347517161522,182.08361814141514,97.39413715839233,181.23158097015886,96.61599137750562,167.33,83.92,3.048,1,0.5,2.0
65,1473347517163522,181.24694828157047,96.4284918540612,181.24694828157047,96.4284918540612,nan,nan,nan,0,nan,2.0
66,1473347517165522,181.26231559298208,96.24099233061679,181.26231559298208,96.24099233061679,nan,nan,nan,0,nan,2.0
67,1473347517167522,181.27768290439369,96.05349280717238,181.27768290439369,96.05349280717238,nan,nan,nan,0,nan,2.0
68,1473347517169522,181.2930502158053,95.86599328372796,181.2930502158053,95.86599328372796,nan,nan,nan,0,nan,2.0
69,1473347517171522,181.3084175272169,95.67849376028354,181.3084175272169,95.67849376028354,nan,nan,nan,0,nan,2.0
70,1473347517173522,181.3237848386285,95.49099423683913,181.3237848386285,95.49099423683913,nan,nan,nan,0,nan,2.0
71,1473347517175522,181.33915215004012,95.30349471339471,181.33915215004012,95.30349471339471,nan,nan,nan,0,nan,2.0
72,1473347517177522,181.35451946145173,95.1159951899503,181.35451946145173,95.1159951899503,nan,nan,nan,0,nan,2.0
73,1473347517179522,181.36988677286334,94.92849566650588,181.36988677286334,94.92849566650588,nan,nan,nan,0,nan,2.0
74,1473347517181522,181.38525408427495,94.74099614306147,181.38525408427495,94.74099614306147,nan,nan,nan,0,nan,2.0
75,1473347517183522,181.40062139568656,94.55349661961705,181.40062139568656,94.55349661961705,nan,nan,nan,0,nan,2.0
76,1473347517185522,181.41598870709817,94.36599709617263,181.41598870709817,94.36599709617263,nan,nan,nan,0,nan,2.0
77,1473347517187522,181.43135601850977,94.17849757272822,181.43135601850977,94.17849757272822,nan,nan,nan,0,nan,2.0
78,1473347517189522,181.44672332992138,93.9909980492838,181.44672332992138,93.9909980492838,nan,nan,nan,0,nan,2.0
79,1473347517191522,181.462090641333,93.80349852583939,181.462090641333,93.80349852583939,nan,nan,nan,0,nan,2.0
80,1473347517193522,181.4774579527446,93.61599900239497,181.4774579527446,93.61599900239497,nan,nan,nan,0,nan,2.0
81,1473347517195522,181.4928252641562,93.42849947895056,181.4928252641562,93.42849947895056,nan,nan,nan,0,nan,2.0
82,1473347517197522,181.50819257556782,93.24099995550614,181.50819257556782,93.24099995550614,nan,nan,nan,0,nan,2.0
83,1473347517199522,181.52355988697943,93.05350043206172,181.52355988697943,93.05350043206172,nan,nan,nan,0,nan,2.0
84,1473347517201522,181.53892719839104,92.86600090861731,181.53892719839104,92.86600090861731,nan,nan,nan,0,nan,2.0
85,1473347517203522,181.55429450980265,92.6785013851729,181.55429450980265,92.6785013851729,nan,nan,nan,0,nan,2.0
86,1473347517205522,181.56966182121425,92.49100186172848,181.56966182121425,92.49100186172848,nan,nan,nan,0,nan,2.0
87,1473347517207522,181.58502913262586,92.30350233828406,181.58502913262586,92.30350233828406,nan,nan,nan,0,nan,2.0
88,1473347517209522,181.60039644403747,92.11600281483965,181.60039644403747,92.11600281483965,nan,nan,nan,0,nan,2.0
89,1473347517211522,181.61576375544908,91.92850329139523,181.61576375544908,91.92850329139523,nan,nan,nan,0,nan,2.0
90,1473347517213522,181.6311310668607,91.74100376795082,181.6311310668607,91.74100376795082,nan,nan,nan,0,nan,2.0
91,1473347517215522,181.6464983782723,91.5535042445064,181.6464983782723,91.5535042445064,nan,nan,nan,0,nan,2.0
92,1473347517217522,181.6618656896839,91.36600472106198,181.6618656896839,91.36600472106198,nan,nan,nan,0,nan,2.0
93,1473347517219522,181.67723300109552,91.17850519761757,181.67723300109552,91.17850519761757,nan,nan,nan,0,nan,2.0
94,1473347517221522,181.69260031250712,90.99100567417315,181.69260031250712,90.99100567417315,nan,nan,nan,0,nan,2.0
95,1473347517223522,181.70796762391873,90.80350615072874,181.70796762391873,90.80350615072874,nan,nan,nan,0,nan,2.0
96,1473347517225522,181.72333493533034,90.61600662728432,181.72333493533034,90.61600662728432,nan,nan,nan,0,nan,2.0
97,1473347517227522,181.73870224674195,90.4285071038399,181.73870224674195,90.4285071038399,nan,nan,nan,0,nan,2.0
98,1473347517229522,181.75406955815356,90.24100758039549,181.34754770122015,92.22883456554436,179.2,102.73,7.161,1,0.5,2.0
99,1473347517231522,181.35734748286933,92.06855937386366,181.08782988183424,93.58830139627946,179.44,102.88,6.822,1,0.5,2.0
100,1473347517233522,181.09398313183362,93.44858808019788,180.87140363252547,94.60457559576193,179.33,102.61,7.155,1,0.5,2.0
101,1473347517235522,180.87458086651083,94.48031849810586,180.71345424036917,95.43012293994035,179.47,102.76,6.629,1,0.5,2.0
102,1473347517237522,180.71450181170624,95.31841971430029,180.59496842297128,96.10037231425606,179.58,102.74,7.241,1,0.5,2.0
103,1473347517239522,180.59445372542552,95.99888899643983,180.54229932484554,96.67037878618608,180.06,102.88,5.964,1,0.5,2.0
104,1473347517241522,180.54111040349923,96.57757612413513,180.51825590205556,97.1429921660878,180.29,102.79,4.676,1,0.5,2.0
105,1473347517243522,180.51677466700824,97.05742128969796,180.90641839678943,98.70135645160023,185.08,116.31,4.732,1,0.5,2.0
106,1473347517245522,180.9098691458255,98.63659397383948,183.1409607501845,98.30031393969284,208.62,94.46,6.629,1,0.5,2.0
107,1473347517247522,183.1723662106254,98.23133800369155,185.12732981646906,97.96129799258578,208.81,94.69,7.191,1,0.5,2.0
108,1473347517249522,185.18298808957468,97.88897200455193,186.89580012968062,97.6570663456336,208.81,94.69,5.887,1,0.5,2.0
109,1473347517277522,187.96962396788305,96.60461415169486,186.07300697609713,95.61720806364757,167.12,85.75,7.74,1,0.5,28.0
110,1473347517279522,186.1292493526696,95.53138148744098,186.35381344287129,96.76176352144054,188.77,110.0,4.853,1,0.5,2.0
111,1473347517281522,186.41245695709165,96.68909272904808,186.60088392886445,97.75296893532088,188.77,110.0,3.973,1,0.5,2.0
112,1473347517283522,186.66152487714317,97.69157584138263,185.41993120535935,97.63938273499087,170.21,97.0,7.201,1,0.5,2.0
113,1473347517285522,185.46752110188774,97.5774410115388,184.38797469940857,97.57619306755018,170.38,97.56,8.228,1,0.5,2.0
114,1473347517287522,184.42431013833144,97.51423833406659,184.17960884951117,98.03544398256538,180.83,105.17,5.529,1,0.5,2.0
115,1473347517289522,184.21341374331868,97.97887922644668,183.8824373728564,97.54292789632906,179.12,91.27,11.2,1,0.5,2.0
116,1473347517291522,183.91284645481826,97.48189028709135,183.61598489151558,97.24293234711573,179.14,93.64,10.671,1,0.5,2.0
117,1473347517293522,183.64337165197384,97.179461928078,183.3853344110601,96.96284017604907,179.32,93.55,11.121,1,0.5,2.0
118,1473347517295522,183.41011395221992,96.89718100158075,182.61852856903727,96.88643636630259,169.62,96.71,8.465,1,0.5,2.0
119,1473347517297522,182.63536908595998,96.8206694309765,182.37340154907668,97.02698144713744,177.9,100.55,9.869,1,0.5,2.0
120,1473347517299522,182.38763378642162,96.96326865724023,182.19386063051294,96.83008858320686,178.76,94.47,21.326,1,0.5,2.0
121,1473347517301522,182.20617729703662,96.76505922361972,182.0358832460722,96.59533957797105,178.91,93.48,20.258,1,0.5,2.0
122,1473347517303522,182.0465282051562,96.52864414964759,181.87203398880135,96.64882751907415,178.56,98.93,9.068,1,0.5,2.0
123,1473347517305522,181.88097775316487,96.58330379327371,181.73575808587114,96.18209912823185,178.89,88.32,7.69,1,0.5,2.0
124,1473347517307522,181.7432955940678,96.11269027760703,181.40261379095244,96.54600346564473,174.52,105.3,17.919,1,0.5,2.0
125,1473347517309522,181.4068740783846,96.48076291213582,181.12857392740685,96.89816387062235,175.34,105.58,19.143,1,0.5,2.0
126,1473347517311522,181.13017448382033,96.83691244278444,180.86752988335792,97.24619204445084,175.25,106.0,20.539,1,0.5,2.0
127,1473347517313522,180.86663637272946,97.18882712622955,180.5250097557589,96.95464391356158,173.02,91.81,16.166,1,0.5,2.0
128,1473347517315522,180.52089255900208,96.8950691757985,180.28933740374802,97.27122865052078,175.07,105.75,22.005,1,0.5,2.0
129,1473347517317522,180.28304870017035,97.21518150800465,180.07009692509675,97.56345240970712,175.15,105.61,22.297,1,0.5,2.0
130,1473347517319522,180.0618233320792,97.51065144456972,179.86507794416752,97.84354721498269,175.21,105.72,24.472,1,0.5,2.0
131,1473347517321522,179.85498150946572,97.79383052182374,179.65763202675504,98.10269529165095,174.88,105.58,28.891,1,0.5,2.0
132,1473347517323522,179.6457179464629,98.05582333200321,179.36394472165134,98.01676254078441,172.39,97.05,81.97,1,0.5,2.0
133,1473347517325522,179.34945052207925,97.9695329123036,179.04853071623347,97.81318325910897,171.44,93.86,115.009,1,0.5,2.0
134,1473347517327522,179.0312968716094,97.76453018642333,178.90704718122797,97.73340413513658,175.7,96.93,115.207,1,0.5,2.0
135,1473347517329522,178.88868853072333,97.68446928496385,178.79214492069693,97.43880212999879,176.25,90.97,147.506,1,0.5,2.0
136,1473347517331522,178.77291715264923,97.38765570275662,178.69919110079448,97.43801784632552,176.72,98.79,113.257,1,0.5,2.0
137,1473347517333522,178.67930327577133,97.38732230290697,178.77208900606155,97.00543829563617,181.31,86.56,211.058,1,0.5,2.0
138,1473347517335522,178.75302736862656,96.95134236052014,178.59280193429126,96.80607831672067,174.13,92.76,140.224,1,0.5,2.0
139,1473347517337522,178.57232125113055,96.75069584229016,178.458435475191,96.79156076050891,175.23,97.95,62.886,1,0.5,2.0
140,1473347517339522,178.43695149110084,96.73653829425407,178.30935888879418,96.76179108247564,174.63,97.49,46.975,1,0.5,2.0
141,1473347517341522,178.28675672315887,96.70698992373582,178.1707675339922,96.7585409082584,174.77,98.27,49.387,1,0.5,2.0
142,1473347517343522,178.14715412255242,96.70418919413656,178.042690617198,96.77711242386272,174.93,98.95,40.53,1,0.5,2.0
143,1473347517345522,178.018171092359,96.72339324370903,177.90501691631974,96.82434461866077,174.48,99.88,22.041,1,0.5,2.0
144,1473347517347522,177.87952084547928,96.77149667158926,177.7405719038768,96.81997663497434,173.47,98.31,23.009,1,0.5,2.0
145,1473347517349522,177.71388265275118,96.76754499432352,177.7019592672203,96.87229336190414,177.33,100.14,28.646,1,0.5,2.0
146,1473347517351522,177.6751681328377,96.8207567778482,177.72278705578827,96.95885872320703,179.23,101.33,22.859,1,0.5,2.0
147,1473347517353522,177.69640083103155,96.90849643717306,177.5406290858318,96.87742618290073,172.54,95.88,7.874,1,0.5,2.0
148,1473347517355522,177.51292471167739,96.82680097860195,177.40612504187263,96.82987713071131,173.93,96.93,4.288,1,0.5,2.0
149,1473347517357522,177.37752124334844,96.77927783254292,177.37752124334844,96.77927783254292,nan,nan,nan,0,nan,2.0
150,1473347517359522,177.34891744482425,96.72867853437452,177.34891744482425,96.72867853437452,nan,nan,nan,0,nan,2.0
151,1473347517361522,177.32031364630006,96.67807923620613,177.32031364630006,96.67807923620613,nan,nan,nan,0,nan,2.0
152,1473347517365522,177.2631060492517,96.57688063986936,177.2631060492517,96.57688063986936,nan,nan,nan,0,nan,4.0
153,1473347517367522,177.2345022507275,96.52628134170097,177.2345022507275,96.52628134170097,nan,nan,nan,0,nan,2.0
154,1473347517369522,177.20589845220331,96.47568204353257,176.068254318608,96.2228746058063,142.08,88.67,7.1,1,0.5,2.0
155,1473347517371522,176.03039326636815,96.17021815942861,176.3414186975085,96.485073408252,185.79,106.05,12.484,1,0.5,2.0
156,1473347517373522,176.3060759227602,96.43496624822464,176.5270548519921,96.69174357494776,183.35,104.62,18.837,1,0.5,2.0
157,1473347517375522,176.49349246976908,96.6437052295117,176.68740512841907,96.55028787643685,182.77,93.62,9.796,1,0.5,2.0
158,1473347517377522,176.65539746821807,96.50150054422976,176.52404690362414,96.40648939823811,172.34,93.38,68.359,1,0.5,2.0
159,1473347517379522,176.49099118873926,96.35694396592778,176.39766652435833,96.26584059752552,173.38,93.32,91.077,1,0.5,2.0
160,1473347517381522,176.36386970943968,96.21557170470402,176.35665700163685,96.0060083340029,176.12,89.13,138.607,1,0.5,2.0
161,1473347517383522,176.32280317955696,95.95408311276906,176.4140227640416,95.69056106568868,179.45,86.92,169.847,1,0.5,2.0
162,1473347517385522,176.38088655686963,95.63656274413736,176.48935607775152,95.3698847477744,180.15,86.37,175.36,1,0.5,2.0
163,1473347517387522,176.45706925506542,95.31379816999228,176.56252209607484,95.06347298997717,180.17,86.5,217.541,1,0.5,2.0
164,1473347517389522,176.5310572670198,95.00543515415694,176.46794226916168,95.04705928715364,174.28,96.49,157.845,1,0.5,2.0
165,1473347517391522,176.43598768832277,94.98934444102015,176.5476776680595,94.80496670783269,180.47,88.33,242.145,1,0.5,2.0
166,1473347517393522,176.51658588713357,94.74582755226226,176.67447858207345,94.57638259465402,182.29,88.55,254.808,1,0.5,2.0
167,1473347517395522,176.64460110933186,94.51594028570528,176.7966039235418,94.3801353263902,182.27,89.49,234.052,1,0.5,2.0
168,1473347517397522,176.76789032906058,94.31865316537942,176.73510050921536,94.20412814523446,175.54,90.03,247.082,1,0.5,2.0
169,1473347517399522,176.7061369368891,94.14177288647952,176.80575880179958,94.02399168235925,180.48,89.68,239.142,1,0.5,2.0
170,1473347517401522,176.77755143654875,93.96074237308652,176.9691986180998,93.95863489516549,184.12,93.88,12.584,1,0.5,2.0
171,1473347517403522,176.94243978660916,93.89536965686686,177.0123326361168,93.77106589989532,179.65,89.08,169.896,1,0.5,2.0
172,1473347517405522,176.98609984020493,93.70686511240673,176.91648754279092,93.83845294096648,174.26,98.86,92.812,1,0.5,2.0
173,1473347517407522,176.88973302367768,93.77523836461769,176.84123012649047,93.86404035954922,174.97,97.29,11.662,1,0.5,2.0
174,1473347517409522,176.81411360712846,93.80148855483102,176.73675021308892,93.91896736733955,173.72,98.5,12.509,1,0.5,2.0
175,1473347517411522,176.70905867963802,93.85728874008696,176.6301325422194,93.97095392986175,173.52,98.45,10.408,1,0.5,2.0
176,1473347517413522,176.60185678397738,93.91011667181745,176.47905638648754,94.24530085259568,171.59,107.59,6.569,1,0.5,2.0
177,1473347517415522,176.4498753354588,94.18693459486799,176.24777674756854,94.08535161371462,168.12,90.0,4.966,1,0.5,2.0
178,1473347517417522,176.21711182486973,94.02623950165183,176.21711182486973,94.02623950165183,nan,nan,nan,0,nan,2.0
179,1473347517433522,175.97179244327924,93.5533426051495,175.97179244327924,93.5533426051495,nan,nan,nan,0,nan,16.0
180,1473347517435522,175.94112752058044,93.4942304930867,175.94112752058044,93.4942304930867,nan,nan,nan,0,nan,2.0
181,1473347517437522,175.91046259788163,93.43511838102391,175.91046259788163,93.43511838102391,nan,nan,nan,0,nan,2.0
182,1473347517439522,175.87979767518283,93.37600626896112,176.7513730967355,93.38704074902765,207.0,93.77,5.325,1,0.5,2.0
183,1473347517441522,176.726797283797,93.32800572743645,176.726797283797,93.32800572743645,nan,nan,nan,0,nan,2.0
184,1473347517443522,176.7022214708585,93.26897070584525,176.7022214708585,93.26897070584525,nan,nan,nan,0,nan,2.0
185,1473347517445522,176.67764565791998,93.20993568425405,176.67764565791998,93.20993568425405,nan,nan,nan,0,nan,2.0
186,1473347517447522,176.65306984498147,93.15090066266285,175.64639148705527,93.03356863790358,141.64,89.07,4.803,1,0.5,2.0
187,1473347517449522,175.61490190136115,92.97372779094647,175.69888160412023,93.20813449755377,178.58,101.25,5.067,1,0.5,2.0
188,1473347517451522,175.66796632627367,93.14989667616945,174.8748042448467,93.37123050372223,147.25,101.08,3.779,1,0.5,2.0
189,1473347517453522,174.83848766120846,93.31449992998961,174.83848766120846,93.31449992998961,nan,nan,nan,0,nan,2.0
190,1473347517455522,174.80217107757022,93.25776935625699,174.80217107757022,93.25776935625699,nan,nan,nan,0,nan,2.0
191,1473347517457522,174.76585449393198,93.20103878252436,175.18683898423046,93.67554449120813,189.67,110.0,6.534,1,0.5,2.0
192,1473347517459522,175.1533533120455,93.62200473252052,175.35865304718124,93.00549144447896,182.53,71.47,10.427,1,0.5,2.0
193,1473347517461522,175.32654215035677,92.94782324754831,174.9541134904153,93.04526576370152,161.75,96.5,9.934,1,0.5,2.0
194,1473347517463522,174.91951894959274,92.98824738926425,174.55655529956826,93.08323131159138,161.5,96.5,10.418,1,0.5,2.0
195,1473347517465522,174.51955012334764,93.02684377609731,174.19330000833708,93.12029816398737,162.29,96.53,11.017,1,0.5,2.0
196,1473347517467522,174.15413678966786,93.06452880003347,173.84186954914136,93.15574092510607,162.29,96.53,11.613,1,0.5,2.0
197,1473347517469522,173.8006490431307,93.10057248730114,173.77179890122247,93.02574693772756,172.69,90.22,14.249,1,0.5,2.0
198,1473347517471522,173.73038907649277,92.97008748406415,173.69114451490503,92.91802889679337,172.2,90.94,18.034,1,0.5,2.0
199,1473347517473522,173.64947817114975,92.86202916622176,173.60821585460008,93.02378799142129,172.02,99.25,70.291,1,0.5,2.0
200,1473347517475522,173.56628084948952,92.96884148201704,173.54861533366005,92.91384399902552,172.86,90.77,19.6,1,0.5,2.0
201,1473347517477522,173.5065657492923,92.85854077370023,173.4893523375202,93.0958103659005,172.81,102.46,47.2,1,0.5,2.0
202,1473347517479522,173.44719153109767,93.04204022488909,173.36202976723462,93.02074386561291,169.96,92.17,109.272,1,0.5,2.0
203,1473347517481522,173.3193207738671,92.96683663976904,173.45524530361223,93.19382889177375,178.95,102.37,100.15,1,0.5,2.0
204,1473347517483522,173.41340799088073,93.1413773616087,173.3949487238496,93.13752569748597,172.64,92.98,147.085,1,0.5,2.0
205,1473347517485522,173.35299347017343,93.08504955806075,173.26181431282834,92.93882632398685,169.49,86.89,96.718,1,0.5,2.0
206,1473347517487522,173.21927862757005,92.88541935140233,173.39066247498883,92.68917799656464,180.56,84.48,320.331,1,0.5,2.0
207,1473347517489522,173.34921382851545,92.63452632112673,173.5973084544927,92.56443371704373,184.09,89.6,265.001,1,0.5,2.0
208,1473347517491522,173.55742773649942,92.5093390646983,173.54514375692702,92.61152491011455,173.02,96.98,135.909,1,0.5,2.0
209,1473347517493522,173.50518568267702,92.55707375562311,173.56230340669907,92.73766785911269,176.03,100.54,119.74,1,0.5,2.0
210,1473347517495522,173.5227037490697,92.68434994179742,173.51883609487408,92.73979146166054,173.35,95.16,151.002,1,0.5,2.0
211,1473347517497522,173.47921225264597,92.6868202224206,173.479673184894,92.75474092190579,173.5,95.75,156.495,1,0.5,2.0
212,1473347517499522,173.44005221486913,92.70219291634986,173.43653780817826,92.5991623260295,173.28,88.01,155.616,1,0.5,2.0
213,1473347517501522,173.39689501439943,92.54597452136937,173.3097518265116,92.31052789040089,169.39,81.72,34.709,1,0.5,2.0
214,1473347517503522,173.2695697425541,92.25588301194348,173.15797942366902,92.00067149274761,168.09,80.41,22.722,1,0.5,2.0
215,1473347517505522,173.1171091008189,91.94445258443608,173.20127282868987,92.18321581498013,177.06,103.13,92.584,1,0.5,2.0
216,1473347517507522,173.16091984221703,92.12846453301835,173.23874047272517,92.36434401483355,176.84,103.28,84.908,1,0.5,2.0
217,1473347517509522,173.19886423509357,92.31103779016429,173.27058369506392,92.5281993489553,176.62,102.67,79.053,1,0.5,2.0
218,1473347517511522,173.23114537261213,92.47621910112846,173.14800226958747,92.48419400127385,169.23,92.86,15.055,1,0.5,2.0
219,1473347517513522,173.1080579497066,92.43226228758664,173.0279617395762,92.43077364326963,169.22,92.36,13.989,1,0.5,2.0
220,1473347517515522,172.98753155659716,92.37883289947553,172.94121563735882,92.37681416832407,170.72,92.28,6.505,1,0.5,2.0
221,1473347517517522,172.90050541271313,92.32486121860066,172.94303078119486,92.39444012742449,175.0,95.76,6.655,1,0.5,2.0
222,1473347517519522,172.9025768521807,92.34290652198929,173.20586089666853,92.71769887648563,188.0,111.0,4.937,1,0.5,2.0
223,1473347517521522,173.16722898941222,92.66841688908639,173.45939632199196,93.03707559501001,187.83,111.17,3.796,1,0.5,2.0
